title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,is_premium,premium_type,premium_indicators,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,photo_count,owner_name,contact_options,description,carpet_area,builtup_area,super_area,plot_area,min_price,max_price,is_price_range,data_quality_score,validation_issues,is_valid
3 BHK Apartment for Sale in Sector 70 Gurgaon,2.25 Cr,1565 sqft,https://www.magicbricks.com/unitech-vistas-sector-70-gurgaon-pdpid-4d4235303137313036,1,11,2025-10-02 18:53:24.770613,Updated today,2025-10-02 12:00:00.000000,True,premium,['text_premium'],3,2,3 BHK,Unfurnished,12 out of 13,Sector 70,Unitech Vistas,Resale,East,"1 Covered,",Freehold,Resale,Garden/Park,1Photo,Owner: Pragya,"Contact Owner, Get Phone No.","Property HighlightsSpacious Layout with ample natural light and cross ventilationServant Room with separate entry for privacy and convenienceModern Kitchen Fittings Semifurnished with essential fixturesVastu Compliant Design ensuring positive energy flow2 Car ParksGated Community with 24x7 Security, Power Backup Water SupplyPremium Amenities Clubhouse, Swimming Pool, Gym, Kids Play Area moreView Property",,,1565 sqft,,,,False,90.9,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,4 Cr,1800 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,1,12,2025-10-02 18:53:24.775454,Updated today,2025-10-02 12:00:00.000000,True,premium,['text_premium'],4,3,3 BHK,Semi-Furnished,9 out of 21,Sector 112,Tata Gurgaon Gateway,Ready to Move,,,,Resale,Garden/Park,18+Photos,Owner: Pritam Baruah,"Contact Owner, Get Phone No.","Available for purchase is this beautiful 3 BHK apartment in Sector 112, Gurgaon. This flat is available as a resale property. This ready to move flat in Sector 112 comes at a price of ₹4 Cr. It is a semi-furnished apartment for sale. Some of the landmarks near the flat include dwarka expressway. This unit occupies 9 floor with carpet area of total 1800 sqft. The apartment provides power back up, reserved parking, security, service/goods lift, air conditioned, visitor parking, intercom facility, ",1800 sqft,,,,,,False,81.8,[],True
4 BHK Apartment for Sale in Sector 50 Gurgaon,4.50 Cr,2337 sqft,https://www.magicbricks.com/unitech-woodstock-floors-sector-50-gurgaon-pdpid-4d4235303130353137,1,13,2025-10-02 18:53:24.782942,Updated today,2025-10-02 12:00:00.000000,True,premium,['text_premium'],6,2,4 BHK,Semi-Furnished,1 out of 3,Sector 50,Unitech Woodstock Floors,Ready to Move,East,,Freehold,Resale,Garden/Park,10+Photos,Owner: Santosh Kumar Singh,"Contact Owner, Get Phone No.","4 BHK flat available for sale in Gurgaon in the prime location of Sector 50. Situated in Unitech Woodstock Floors, it has a prime location. This flat for resale is the perfect property for you. This ready to move property in Sector 50 is available at a cost of ₹4.50 Cr. It is a semi-furnished flat. The flat is in close proximity to landmarks like near school and shopping center. Located on 1 floor, this apartment offers carpet area of 2337 sqft. The apartment provides power back up, reserved par",2337 sqft,,,,,,False,87.9,[],True
3 BHK Apartment for Sale in Sector 113 Gurgaon,2.72 Cr,1100 sqft,https://www.magicbricks.com/m3m-capital-sector-113-gurgaon-pdpid-4d4235333235363533,1,14,2025-10-02 18:53:24.790004,Updated today,2025-10-02 12:00:00.000000,False,standard,[],3,4,3 BHK,Semi-Furnished,20 out of 36,Sector 113,M3M Capital,Under Construction,East,"2 Covered,",Freehold,Resale,"Pool, Garden/Park, Main Road",10+Photos,Owner: Ambar Anand,"Contact Owner, Get Phone No.","3 BHK flat available for sale in Gurgaon in the prime location of Sector 113. This flat is situated within the renowned township of M3m Capital. To park your vehicle, this 3 BHK flat is provided with 2 covered, 1 open parking space. This flat for resale is a great choice for you. Available at price of ₹2.72 Cr, this under construction flat in Sector 113 is an excellent choice. Dec '26 is the possession date of this apartment. It is an semi-furnished apartment with all basic amenities. igi airpor",1100 sqft,,,,,,False,84.8,[],True
3 BHK Apartment for Sale in Sector 90 Gurgaon,2.10 Cr,1500 sqft,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,1,15,2025-10-02 18:53:24.797057,Updated today,2025-10-02 12:00:00.000000,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,27 out of 29,Sector 90,DLF Regal Gardens,Ready to Move,North - East,1 Covered,Freehold,Resale,"Garden/Park, Pool",18+Photos,Owner: Hirak Sen,"Contact Owner, Get Phone No.","This lovely 3 BHK flat is for sale in Sector 90, Gurgaon. It has an excellent location within Dlf Regal Gardens. The 3 BHK flat comes with a personal car parking space for 1 covered vehicle(s). This flat for resale is a great choice for you. In Sector 90, this ready to move flat can be taken at the pricing of ₹2.10 Cr. It is a semi-furnished flat. Landmarks near the apartment include dwarka expressway. This property sits on 27 floor with a total carpet area of 1500 sqft. Flat is fitted with powe",1500 sqft,,,,,,False,90.9,[],True
2 BHK Apartment for Sale in Sector 61 Gurgaon,1.95 Cr,1185 sqft,https://www.magicbricks.com/smartworld-orchard-sector-61-gurgaon-pdpid-4d4235333234323439,1,16,2025-10-02 18:53:24.801806,Updated today,2025-10-02 12:00:00.000000,False,standard,[],2,2,2 BHK,Unfurnished,1 out of 4,Sector 61,Smartworld Orchard,Ready to Move,East,,Freehold,Resale,"Garden/Park, Pool",4+Photos,Owner: Sameer Singhai,"Contact Owner, Get Phone No.","The 2 BHK apartment is located in a well-connected area of Sector 61. The property is located within Smartworld Orchard, a 4 years old development. This flat for resale is equipped with all required facilities. In Sector 61, this ready to move flat can be taken at the pricing of ₹1.95 Cr. This property is unfurnished. Occupying 1 floor, the flat offers covered area 1185 sqft. This property includes power back up, reserved parking, security, air conditioned, visitor parking, intercom facility.Vie",,,1185 sqft,,,,False,81.8,[],True
3 BHK Apartment for Sale in Sector 110A Gurgaon,3.15 Cr,2042 sqft,https://www.magicbricks.com/mahindra-aura-sector-110a-gurgaon-pdpid-4d4235303238343934,1,17,2025-10-02 18:53:24.807871,Updated today,2025-10-02 12:00:00.000000,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,7 out of 10,Sector 110A,Mahindra Aura,Ready to Move,East,1 Covered,Freehold,Resale,,1Photo,Owner: Sachin Galhotra,"Contact Owner, Get Phone No.",3 BHK Apartment for Sale in Sector 110A Gurgaon. Priced at ₹3.15 Cr. Area: 2042 sqft. Status: Ready to Move. Located in Sector 110A. Project: Mahindra Aura,,,2042 sqft,,,,False,87.9,[],True
3 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,2.10 Cr,86 sqm,https://www.magicbricks.com/godrej-nature-plus-sohna-sector-33-gurgaon-pdpid-4d4235313132333731,1,18,2025-10-02 18:53:24.814884,Updated today,2025-10-02 12:00:00.000000,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,18 out of 21,Sector 33 Sohna,Godrej Nature Plus,Ready to Move,,,,Resale,,5+Photos,Owner: RAJENDER KUMAR,"Contact Owner, Get Phone No.",3 BHK Apartment for Sale in Sector 33 Sohna Gurgaon. Priced at ₹2.10 Cr. Area: 86 sqm. Status: Ready to Move. Located in Sector 33 Sohna. Project: Godrej Nature Plus,86 sqm,,,,,,False,78.8,[],True
2 BHK Apartment for Sale in Gurgaon,31 Lac,585 sqft,https://www.magicbricks.com/propertyDetails/2-BHK-585-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Gurgaon&id=4d423433313037393839,1,19,2025-10-02 18:53:24.820985,Updated 16 hours ago,2025-10-02 02:53:24.817251,False,standard,[],2,,2 BHK,Semi-Furnished,2 out of 3,,,Ready to Move,North - East,1 Covered,Freehold,Resale,,8+Photos,Owner: ashok,"Contact Owner, Get Phone No.","2BHK ready to move flat available for sale. Corporation water. Prime location near MG Road, Public transport, school, market and hospital near by. Covered car parking.View Property",,,585 sqft,,,,False,72.7,[],True
3 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,2.05 Cr,1640 sqft,https://www.magicbricks.com/godrej-serenity-sohna-sector-33-gurgaon-pdpid-4d4235323933353333,1,20,2025-10-02 18:53:24.828575,Updated 16 hours ago,2025-10-02 02:53:24.822685,False,standard,[],3,2,3 BHK,Unfurnished,14 out of 19,Sector 33 Sohna,Godrej Serenity,Under Construction,East,,,Resale,"Pool, Garden/Park, Main Road",1Photo,Owner: paritosh Gupta,"Contact Owner, Get Phone No.","The 3 BHK flat is available for sale in Sohna Sector 33, Gurgaon. Situated within Godrej Serenity , this 7 years old project. You can immediately purchase this apartment available for resale. This under construction flat in Sohna Sector 33 comes at a price of ₹2.05 Cr. Jan '26 is the possession date of this apartment. It is a unfurnished apartment. Occupying 14 floor, the flat offers covered area 1640 sqft. Flat is fitted with power back up, reserved parking, security, service/goods lift, air co",,,1640 sqft,,,,False,78.8,[],True
3 BHK Apartment for Sale in Sector 70 Gurgaon,1.20 Cr,645 sqft,https://www.magicbricks.com/pyramid-infinity-sector-70-gurgaon-pdpid-4d4235323435353837,1,21,2025-10-02 18:53:24.835314,Updated 16 hours ago,2025-10-02 02:53:24.830131,False,standard,[],2,,3 BHK,Unfurnished,11 out of 14,Sector 70,Pyramid Infinity,Under Construction,,,,Resale,,1Photo,Owner: Vikram,"Contact Owner, Get Phone No.",3 BHK Apartment for Sale in Sector 70 Gurgaon. Priced at ₹1.20 Cr. Area: 645 sqft. Status: Under Construction. Located in Sector 70. Project: Pyramid Infinity,,,645 sqft,,,,False,69.7,[],True
3 BHK Apartment for Sale in Pocket C Palam Vihar Gurgaon,1.25 Cr,1000 sqft,https://www.magicbricks.com/ansal-c2-block-palam-vihar-pocket-c-gurgaon-pdpid-4d4235343038343737,1,22,2025-10-02 18:53:24.839789,Updated 15 hours ago,2025-10-02 03:53:24.836659,False,standard,[],2,1,3 BHK,Semi-Furnished,2 out of 4,Pocket C Palam Vihar,Ansal C2 Block,Ready to Move,,,Freehold,Resale,"Main Road, Garden/Park",7+Photos,Owner: Sumit,"Contact Owner, Get Phone No.","An Elegant 3 BHK flat located in Palam Vihar Pocket C, Gurgaon is now available for sale. This flat for resale is an attractive property. The ready to move flat in Palam Vihar Pocket C is all ready for sale at the budget of ₹1.25 Cr. It is a semi-furnished apartment for sale. Available on 2 floor, this apartment covers carpet area 1000 sqft. The apartment is provided with reserved parking, security.View Property",1000 sqft,,,,,,False,78.8,[],True
3 BHK Builder Floor for Sale in Sector 88B Gurgaon,1.90 Cr,1550 sqft,https://www.magicbricks.com/vatika-xpressions-sector-88b-gurgaon-pdpid-4d4235303833383038,1,23,2025-10-02 18:53:24.844614,Updated 16 hours ago,2025-10-02 02:53:24.841371,True,premium,['text_premium'],3,,3 BHK,Unfurnished,Vatika Xpressions,Sector 88B,Vatika Xpressions,Ready to Move,East,2 Covered,,Resale,,5+Photos,Owner: Sachin Mathur,"Contact Owner, Get Phone No.","Vatika Xpressions Top floor Corner flat, with just 3 flats with lift 2 premium large corner parkings, 2 PLC charges paid.This spacious 3 BHK apartment can be found for sale in Sector 88B, Gurgaon. Being located in Vatika Xpressions, the property is easily accessible. This 3 BHK flat on sale comes with spacious 2 covered car parking; all designed for smooth parking. You can immediately purchase this apartment available for resale. This ready to move flat in Sector 88B can be availed at a price of",,,1550 sqft,,,,False,81.8,[],True
2 BHK Apartment for Sale in Phase 2 Laxman Vihar Gurgaon,42 Lac,90 sqyrd,https://www.magicbricks.com/propertyDetails/2-BHK-90-Sq-yrd-Multistorey-Apartment-FOR-Sale-Phase-2-Laxman-Vihar-in-Gurgaon&id=4d423733393737323637,1,24,2025-10-02 18:53:24.849944,Updated 14 hours ago,2025-10-02 04:53:24.846347,True,premium,['text_premium'],2,1,2 BHK,Unfurnished,1 out of 4,Phase 2 Laxman Vihar,BHK Apartment for Sale in,Ready to Move,,,Freehold,Resale,,18+Photos,Owner: Dhruv,"Contact Owner, Get Phone No.","Multistorey apartment is available for sale. It covered area of 90 sq-yrd, it is a good location property. Price negotiable.This 2 BHK home in Phase 2 Laxman Vihar, Gurgaon is available for sale. This is one of the best properties available for resale. This apartment in one of the significant areas of Phase 2 Laxman Vihar is ready to move, and can be purchased at the price of ₹36 Lac. This apartment for sale is unfurnished. The unit is located on 1 floor featuring covered area 90 sqyrd. The flat",,,,,,,False,78.8,[],True
3 BHK Apartment for Sale in Sushant Lok Gurgaon,3.40 Cr,2500 sqft,https://www.magicbricks.com/propertyDetails/3-BHK-2700-Sq-ft-Multistorey-Apartment-FOR-Sale-Sushant-Lok-in-Gurgaon&id=4d423738303131393735,1,25,2025-10-02 18:53:24.857281,Updated 14 hours ago,2025-10-02 04:53:24.851923,True,premium,['text_premium'],4,2,3 BHK,Furnished,2 out of 2,Sushant Lok,,Ready to Move,East,1 Open,Freehold,Resale,Main Road,18+Photos,Owner: Chetan katyal,"Contact Owner, Get Phone No.",3 BHK flat available for sale in Gurgaon in the prime location of Sushant Lok. 1 open parking space is available with this 3 BHK apartment to place your vehicle. This flat for resale is equipped with all required facilities. This ready to move flat in Sushant Lok can be availed at a price of ₹3.40 Cr. This property is furnished. Prominent landmarks in and around this locality are vyapar kendra. The flat is placed on 2 floor encompassing carpet area 2500 sqft. This property includes reserved park,2500 sqft,,,,,,False,87.9,[],True
3 BHK Apartment for Sale in Sector 67A Gurgaon,2.85 Cr,1295 sqft,https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539,1,26,2025-10-02 18:53:24.862372,Updated 14 hours ago,2025-10-02 04:53:24.859058,True,premium,['text_premium'],3,2,3 BHK,Semi-Furnished,9 out of 19,Sector 67A,Ireo The Corridors,Ready to Move,,,,Resale,,13+Photos,Owner: Shubham,"Contact Owner, Get Phone No.","You can find this 3 BHK flat for sale in Sector 67A, Gurgaon. The flat has a prime location within Ireo The Corridors. This flat for resale is the perfect property for you. Located in Sector 67A, this ready to move apartment is sold at price of ₹2.85 Cr. The flat is available in semi-furnished state. Situated on 9 floor, the flat provides carpet area 1295 sqft.View Property",1295 sqft,,,,,,False,78.8,[],True
"3 BHK Apartment for Sale in Sector 74, Delhi Gurgaon Expressway Gurgaon",3.60 Cr,1500 sqft,https://www.magicbricks.com/propertyDetails/3-BHK-2074-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-74-in-Gurgaon&id=4d423739343933303433,1,27,2025-10-02 18:53:24.867897,Updated 14 hours ago,2025-10-02 04:53:24.864032,True,premium,['text_premium'],3,4,3 BHK,Semi-Furnished,7 out of 20,Sector 74,BHK Apartment for Sale in,Ready to Move,,,,Resale,,16+Photos,Owner: Navneet Mehta,"Contact Owner, Get Phone No.","A beautiful 3 BHK flat in Sector 74 is currently available for sale. This apartment for resale is a great choice. You can buy this ready to move apartment in Sector 74, at the price of ₹3.60 Cr. This apartment for sale is semi-furnished. This 3 BHK flat is in close proximity to landmarks like golf course extension. Positioned on 7 floor, the property spans carpet area 1500 sqft. The flat features power back up, reserved parking, security, service/goods lift, air conditioned, visitor parking, int",1500 sqft,,,,,,False,78.8,[],True
3 BHK Apartment for Sale in Sector 83 Gurgaon,2.60 Cr,1900 sqft,https://www.magicbricks.com/emaar-palm-garden-sector-83-gurgaon-pdpid-4d4235303232343737,1,28,2025-10-02 18:53:24.873498,Updated 14 hours ago,2025-10-02 04:53:24.869712,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,11 out of 14,Sector 83,Emaar Palm Garden,Ready to Move,South,,Freehold,Resale,Garden/Park,6+Photos,Owner: Amit,"Contact Owner, Get Phone No.",3 BHK Apartment for Sale in Sector 83 Gurgaon. Priced at ₹2.60 Cr. Area: 1900 sqft. Status: Ready to Move. Located in Sector 83. Project: Emaar Palm Garden,1900 sqft,,,,,,False,87.9,[],True
3 BHK Apartment for Sale in Phase 2 Greenopolis Gurgaon,2 Cr,1450 sqft,https://www.magicbricks.com/orris-3c-greenopolis-sector-89-gurgaon-pdpid-4d4235303238343130,1,29,2025-10-02 18:53:24.878460,Updated 14 hours ago,2025-10-02 04:53:24.875233,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,14 out of 14,Phase 2 Greenopolis,Orris 3c Greenopolis,Ready to Move,West,,Leasehold,New Property,Garden/Park,18+Photos,Owner: Ruchi Matri,"Contact Owner, Get Phone No.","Available for purchase is this beautiful 3 BHK apartment in Phase 2 Greenopolis, Gurgaon. The flat belongs to Orris 3c Greenopolis, constructed 12 years ago. This is one of the best properties available for sale. You can buy this ready to move apartment in Phase 2 Greenopolis, at the price of ₹2 Cr. The flat is available in unfurnished state. The landmarks near this property are dwarka expressway. This property sits on 14 floor with a total carpet area of 1450 sqft. This residence offers power b",1450 sqft,,,,,,False,87.9,[],True
2 BHK Builder Floor for Sale in Sector 45 Gurgaon,1.90 Cr,1063 sqft,https://www.magicbricks.com/propertyDetails/2-BHK-1836-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-45-in-Gurgaon&id=4d423830393132303131,1,30,2025-10-02 18:53:24.884360,Updated 14 hours ago,2025-10-02 04:53:24.880101,True,premium,['text_premium'],2,2,2 BHK,Semi-Furnished,"Carpet Area1063 sqftStatusReady to MoveFloor4 out of 4TransactionResaleFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/Park, Main RoadOwnershipFreeholdBathroom2Balcony2",Sector 45,BHK Builder Floor for Sale in,Ready to Move,North - East,,Freehold,Resale,"Garden/Park, Main Road",23+Photos,Owner: Amarjit Singh,"Contact Owner, Get Phone No.","Step into a bright and practical home in the heart of Sector 45 Gurgaon.A 2 BHK flat is available for sale in Sector 45, Gurgaon. This flat for resale is the perfect property for you. You can buy this ready to move apartment in Sector 45, at the price of ₹1.90 Cr. The flat is available in semi-furnished state. Landmarks near the apartment include medanta hospital. Occupying 4 floor, the flat offers carpet area 1063 sqft. This flat includes power back up, reserved parking, security, service/goods",1063 sqft,,,,,,False,87.9,[],True
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,4.62 Cr,2570 sqft,https://www.magicbricks.com/indiabulls-estate-and-club-dwarka-expressway-gurgaon-pdpid-4d4235343237333637,2,1,2025-10-02 18:53:28.282996,Updated 14 hours ago,2025-10-02 04:53:28.277130,True,premium,['text_premium'],4,2,3 BHK,Semi-Furnished,21 out of 44,Dwarka Expressway,Indiabulls Estate and Club,New Launch,,,,New Property,"Garden/Park, Main Road, Pool",3+Photos,Owner: Suraj,"Contact Owner, Get Phone No.","3 BHK, Multistorey Apartment is available for Sale in Dwarka Expressway, Gurgaon for 4.6 Crore(s)",,,2570 sqft,,,,False,81.8,[],True
2 BHK Apartment for Sale in Sector 4 Sohna Gurgaon,41 Lac,476 sqft,https://www.magicbricks.com/gls-arawali-homes-sohna-sector-4-gurgaon-pdpid-4d4235303833323436,2,2,2025-10-02 18:53:28.287500,Updated 14 hours ago,2025-10-02 04:53:28.284369,True,premium,['text_premium'],2,2,2 BHK,Semi-Furnished,12 out of 13,Sector 4 Sohna,GLS Arawali Homes,Ready to Move,,,Freehold,Resale,,1Photo,Owner: Apoorva Singh,"Contact Owner, Get Phone No.",2 BHK Apartment for Sale in Sector 4 Sohna Gurgaon. Priced at ₹41 Lac. Area: 476 sqft. Status: Ready to Move. Located in Sector 4 Sohna. Project: GLS Arawali Homes,476 sqft,,,,,,False,81.8,[],True
